original_City,lat,lon,formatted,district,suburb,name,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
Johnson City,36.3134398,-82.3534728,"Johnson City, TN, United States of America",,,,,Johnson City,Washington County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
San Bernardino,34.1083449,-117.2897652,"San Bernardino, CA, United States of America",,,,,San Bernardino,San Bernardino County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Leominster,42.5267443,-71.7614891,"Leominster, MA, United States of America",,,,,Leominster,Worcester County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bozeman,45.6794293,-111.044047,"Bozeman, MT, United States of America",,,,,Bozeman,Gallatin County,Montana,MT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Perth Amboy,40.5200187,-74.2745215,"Perth Amboy, NJ 08861, United States of America",,,,08861,Perth Amboy,Middlesex County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ontario,34.065846,-117.6484304,"Ontario, CA, United States of America",,,,,Ontario,San Bernardino County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rancho Cucamonga,34.1033192,-117.5751735,"Rancho Cucamonga, CA, United States of America",,,,,Rancho Cucamonga,San Bernardino County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Moorhead,46.879814800000005,-96.74691112881214,"Moorhead, MN, United States of America",,,,,Moorhead,Clay County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mesquite,32.7666103,-96.599472,"Mesquite, TX, United States of America",,,,,Mesquite,Dallas County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stockton,37.9577016,-121.2907796,"Stockton, CA, United States of America",,,,,Stockton,San Joaquin County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ormond Beach,29.2854132,-81.0557921,"Ormond Beach, FL, United States of America",,,,,Ormond Beach,Volusia County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sunnyvale,37.3688301,-122.036349,"Sunnyvale, CA, United States of America",,,,,Sunnyvale,Santa Clara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
York,39.9624624,-76.727707,"York, PA, United States of America",,,,,York,York County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
College Station,30.5955289,-96.3071042,"College Station, TX, United States of America",,,,,College Station,Brazos County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Louis,38.6319657,-90.2428756,"Saint Louis, MO, United States of America",,,,,Saint Louis,,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manteca,37.81623435,-121.22178815385232,"Manteca, CA, United States of America",,,,,Manteca,San Joaquin County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
San Angelo,31.4649685,-100.4405094,"San Angelo, TX, United States of America",,,,,San Angelo,Tom Green County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Salt Lake City,40.7596198,-111.8867975,"Salt Lake City, UT, United States of America",,,,,Salt Lake City,Salt Lake County,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Knoxville,35.9603948,-83.9210261,"Knoxville, TN, United States of America",,,,,Knoxville,Knox County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Little Rock,34.7465071,-92.2896267,"Little Rock, AR, United States of America",,,,,Little Rock,Pulaski County,Arkansas,AR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lincoln Park,42.2505943,-83.1785361,"Lincoln Park, MI 48146, United States of America",,,,48146,Lincoln Park,Wayne County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Marion,37.7306054,-88.9331256,"Marion, IL, United States of America",,,,,Marion,Williamson County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Littleton,39.613321,-105.016649,"Littleton, CO, United States of America",,,,,Littleton,Arapahoe County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bangor,44.8011821,-68.7778138,"Bangor, ME 04401, United States of America",,,,04401,Bangor,Penobscot County,Maine,ME,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Southaven,34.9873822,-90.0034862,"Southaven, MS, United States of America",,,,,Southaven,DeSoto County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
New Castle,40.9999202,-80.3471856,"New Castle, PA, United States of America",,,,,New Castle,Lawrence County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Midland,31.9973662,-102.077948,"Midland, TX, United States of America",,,,,Midland,Midland County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sioux Falls,43.5488256,-96.7307737,"Sioux Falls, SD, United States of America",,,,,Sioux Falls,Minnehaha County,South Dakota,SD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Fort Collins,40.5508527,-105.0668085,"Fort Collins, CO, United States of America",,,,,Fort Collins,Larimer County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Clarksville,36.5277607,-87.3588703,"Clarksville, TN, United States of America",,,,,Clarksville,Montgomery County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sacramento,38.5810606,-121.493895,"Sacramento, CA, United States of America",,,,,Sacramento,Sacramento County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thousand Oaks,34.1705609,-118.8375937,"Thousand Oaks, CA, United States of America",,,,,Thousand Oaks,Ventura County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malden,42.4250964,-71.066163,"Malden, MA 02148, United States of America",,,,02148,Malden,Middlesex County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Holyoke,42.2071434,-72.60765,"Holyoke, MA 01040, United States of America",,,,01040,Holyoke,Hampden County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Albuquerque,35.0841034,-106.650985,"Albuquerque, NM, United States of America",,,,,Albuquerque,Bernalillo County,New Mexico,NM,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sparks,39.5404679,-119.7487235,"Sparks, NV, United States of America",,,,,Sparks,Washoe County,Nevada,NV,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Coachella,33.68656595,-116.15327749528778,"Coachella, CA 92236, United States of America",,,,92236,Coachella,Riverside County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Elmhurst,41.8994745,-87.9403418,"Elmhurst, IL 60126, United States of America",,,Elmhurst,60126,Elmhurst,DuPage County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Passaic,40.8567663,-74.1284764,"Passaic, NJ 07055, United States of America",,,,07055,Passaic,Passaic County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
North Charleston,32.8546197,-79.9748103,"North Charleston, SC, United States of America",,,,,North Charleston,Charleston County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Newport News,36.9775016,-76.42977,"Newport News, VA 23607, United States of America",,,Newport News,23607,Newport News,Newport News,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jamestown,37.2104434,-76.7738928,"Jamestown, VA 23081, United States of America",,,Jamestown,23081,Jamestown,James City County,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mishawaka,41.6611642,-86.1807031,"Mishawaka, IN, United States of America",,,,,Mishawaka,Saint Joseph County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
La Quinta,33.6654913,-116.27769556269428,"La Quinta, CA, United States of America",,,,,La Quinta,Riverside County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tallahassee,30.4380832,-84.2809332,"Tallahassee, FL, United States of America",,,,,Tallahassee,Leon County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nashville,36.1622767,-86.7742984,"Nashville, TN, United States of America",,,,,Nashville,Davidson County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bellingham,48.7544012,-122.478836,"Bellingham, WA, United States of America",,,,,Bellingham,Whatcom County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Woodstock,42.3147529,-88.4474302,"Woodstock, IL 60098, United States of America",,,,60098,Woodstock,McHenry County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haltom City,32.7995738,-97.2691817,"Haltom City, TX, United States of America",,,,,Haltom City,Tarrant County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wheeling,42.138889,-87.9310944,"Wheeling, IL, United States of America",,,,,Wheeling,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Summerville,33.0186699,-80.1762704,"Summerville, SC, United States of America",,,,,Summerville,Dorchester County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hot Springs,34.5038393,-93.0552437,"Hot Springs, AR, United States of America",,,,,Hot Springs,Garland County,Arkansas,AR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Englewood,39.6482059,-104.9879641,"Englewood, CO, United States of America",,,,,Englewood,Arapahoe County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Las Cruces,32.3140354,-106.7798078,"Las Cruces, NM, United States of America",,,,,Las Cruces,Doña Ana County,New Mexico,NM,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hoover,33.3864655,-86.78247922885197,"Hoover, AL, United States of America",,,,,Hoover,Jefferson County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Frisco,33.1506744,-96.8236116,"Frisco, TX, United States of America",,,,,Frisco,Collin County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vacaville,38.3565773,-121.9877444,"Vacaville, CA, United States of America",,,,,Vacaville,Solano County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Waukesha,43.0116784,-88.2314813,"Waukesha, WI, United States of America",,,,,Waukesha,Waukesha County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bakersfield,35.3738712,-119.0194639,"Bakersfield, CA, United States of America",,,,,Bakersfield,Kern County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pompano Beach,26.2378597,-80.1247667,"Pompano Beach, FL, United States of America",,,,,Pompano Beach,Broward County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Corpus Christi,27.7635302,-97.4033191,"Corpus Christi, TX, United States of America",,,,,Corpus Christi,Nueces County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Redondo Beach,33.8455911,-118.3886766,"Redondo Beach, CA 90278, United States of America",,,,90278,Redondo Beach,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Orlando,28.5421109,-81.3790304,"Orlando, FL, United States of America",,,,,Orlando,Orange County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Orange,33.7872568,-117.850308,"Orange, CA, United States of America",,,,,Orange,Orange County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lake Charles,30.2072293,-93.2061609,"Lake Charles, LA, United States of America",,,,,Lake Charles,Calcasieu Parish,Louisiana,LA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Highland Park,32.831563,-96.80077329849314,"Highland Park, TX 75205, United States of America",,,,75205,Highland Park,Dallas County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hempstead,30.0929491,-96.0806548,"Hempstead, TX 77445, United States of America",,,,77445,Hempstead,Waller County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Noblesville,40.0455918,-86.0085955,"Noblesville, IN 46062, United States of America",,,,46062,Noblesville,Hamilton County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Apple Valley,44.7319094,-93.21772,"Apple Valley, MN, United States of America",,,,,Apple Valley,Dakota County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mount Pleasant,33.144920299999995,-94.96676389972137,"Mount Pleasant, TX, United States of America",,,,,Mount Pleasant,Titus County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sterling Heights,42.5803122,-83.0302033,"Sterling Heights, MI, United States of America",,,,,Sterling Heights,Macomb County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Eau Claire,44.811349,-91.4984941,"Eau Claire, WI, United States of America",,,,,Eau Claire,Eau Claire County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pharr,26.1947962,-98.1836216,"Pharr, TX 78577, United States of America",,,,78577,Pharr,Hidalgo County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Billings,45.7874957,-108.49607,"Billings, MT, United States of America",,,,,Billings,Yellowstone County,Montana,MT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gresham,45.4997475,-122.4309766,"Gresham, OR, United States of America",,,,,Gresham,Multnomah County,Oregon,OR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chattanooga,35.0457219,-85.3094883,"Chattanooga, TN, United States of America",,,,,Chattanooga,Hamilton County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Meridian,32.3643098,-88.703656,"Meridian, MS, United States of America",,,,,Meridian,Lauderdale County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bolingbrook,41.7003302,-88.0717708,"Bolingbrook, IL, United States of America",,,,,Bolingbrook,Will County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Maple Grove,45.0984983,-93.4419222,"Maple Grove, MN, United States of America",,,,,Maple Grove,Hennepin County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Woodland,38.6786109,-121.7733285,"Woodland, CA, United States of America",,,,,Woodland,Yolo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Missouri City,29.6185669,-95.5377215,"Missouri City, TX, United States of America",,,,,Missouri City,Fort Bend County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pearland,29.5639758,-95.2864299,"Pearland, TX 77581, United States of America",,,,77581,Pearland,Brazoria County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
San Mateo,37.5629997,-122.3253265,"San Mateo, CA, United States of America",,,,,San Mateo,San Mateo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Grand Rapids,42.9632405,-85.6678639,"Grand Rapids, MI, United States of America",,,,,Grand Rapids,Kent County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Visalia,36.3302284,-119.2920585,"Visalia, CA, United States of America",,,,,Visalia,Tulare County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Overland Park,38.9742502,-94.6851702,"Overland Park, KS, United States of America",,,,,Overland Park,Johnson County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Temecula,33.4946353,-117.1473661,"Temecula, CA, United States of America",,,,,Temecula,Riverside County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Yucaipa,34.033625,-117.0430865,"Yucaipa, CA, United States of America",,,,,Yucaipa,San Bernardino County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Revere,42.4084302,-71.0119948,"Revere, MA 02151, United States of America",,,,02151,Revere,Suffolk County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Conroe,30.3118769,-95.4560512,"Conroe, TX, United States of America",,,,,Conroe,Montgomery County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tinley Park,41.5733669,-87.7844944,"Tinley Park, IL, United States of America",,,,,Tinley Park,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dubuque,42.5006243,-90.6647985,"Dubuque, IA, United States of America",,,,,Dubuque,Dubuque County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dearborn Heights,42.3369816,-83.2732627,"Dearborn Heights, MI, United States of America",,,,,Dearborn Heights,Wayne County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Santa Fe,35.6876096,-105.9384569,"Santa Fe, NM, United States of America",,,,,Santa Fe,Santa Fe County,New Mexico,NM,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hickory,35.7333312,-81.3442915,"Hickory, NC, United States of America",,,,,Hickory,Catawba County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Carol Stream,41.9125286,-88.1347927,"Carol Stream, IL 60188, United States of America",,,,60188,Carol Stream,DuPage County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Cloud,45.5616075,-94.1642004,"Saint Cloud, MN, United States of America",,,,,Saint Cloud,Stearns County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
North Miami,36.9172916,-94.8796767,"North Miami, OK, United States of America",,,,,North Miami,Ottawa County,Oklahoma,OK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plantation,38.2834033,-85.5910719,"Plantation, KY, United States of America",,,,,Plantation,Jefferson County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Port Saint Lucie,27.2939333,-80.3503283,"Port Saint Lucie, FL, United States of America",,,,,Port Saint Lucie,Saint Lucie County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rock Hill,34.9248667,-81.0250784,"Rock Hill, SC, United States of America",,,,,Rock Hill,York County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Odessa,31.8457149,-102.367687,"Odessa, TX, United States of America",,,,,Odessa,Ector County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
West Allis,43.0166806,-88.0070315,"West Allis, WI, United States of America",,,,,West Allis,Milwaukee County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chula Vista,32.6400541,-117.0841955,"Chula Vista, CA, United States of America",,,,,Chula Vista,San Diego County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manhattan,39.1836082,-96.5716694,"Manhattan, KS, United States of America",,,,,Manhattan,Riley County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Altoona,40.518681,-78.394736,"Altoona, PA, United States of America",,,,,Altoona,Blair County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thornton,39.8695516,-104.985181,"Thornton, CO, United States of America",,,,,Thornton,Adams County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Champaign,40.1164841,-88.2430932,"Champaign, IL, United States of America",,,,,Champaign,Champaign County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Texarkana,33.44667445,-94.07714830522015,"Texarkana, TX, United States of America",,,,,Texarkana,Bowie County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Edinburg,26.3013982,-98.1624501,"Edinburg, TX, United States of America",,,,,Edinburg,Hidalgo County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Baytown,29.7355047,-94.9774274,"Baytown, TX, United States of America",,,,,Baytown,Harris County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Greenwood,33.5162315,-90.1795281,"Greenwood, MS, United States of America",,,,,Greenwood,Leflore County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Woonsocket,42.0028761,-71.5147839,"Woonsocket, RI 02895, United States of America",,,,02895,Woonsocket,Providence County,Rhode Island,RI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Superior,43.4313171,-94.9464393,"Superior, IA 51363, United States of America",,,,51363,Superior,Dickinson County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bedford,32.844017,-97.1430671,"Bedford, TX, United States of America",,,,,Bedford,Tarrant County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Covington,39.0836224,-84.508371,"Covington, KY, United States of America",,,,,Covington,Kenton County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Broken Arrow,36.0525993,-95.7908195,"Broken Arrow, Broken Arrow, OK, United States of America",,Broken Arrow,,,Broken Arrow,Tulsa County,Oklahoma,OK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Miramar,25.9873137,-80.2322706,"Miramar, Miramar, FL, United States of America",,Miramar,,,Miramar,Broward County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hollywood,26.0112014,-80.1494901,"Hollywood, Hollywood, FL, United States of America",,Hollywood,,,Hollywood,Broward County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Deer Park,29.7052284,-95.1238204,"Deer Park, TX, United States of America",,,,,Deer Park,Harris County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wichita,37.6922361,-97.3375448,"Wichita, KS, United States of America",,,,,Wichita,Sedgwick County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mcallen,26.204114,-98.2300605,"McAllen, TX, United States of America",,,,,McAllen,Hidalgo County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Iowa City,41.6612561,-91.5299106,"Iowa City, IA, United States of America",,,,,Iowa City,Johnson County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Boise,43.6166163,-116.200886,"Boise, ID, United States of America",,,,,Boise,Ada County,Idaho,ID,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cranston,41.7809588,-71.4371257,"Cranston, Cranston, RI, United States of America",,Cranston,,,Cranston,Providence County,Rhode Island,RI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Port Arthur,29.8988618,-93.9288723,"Port Arthur, TX, United States of America",,,,,Port Arthur,Jefferson County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Citrus Heights,38.7071247,-121.2810611,"Citrus Heights, CA, United States of America",,,,,Citrus Heights,Sacramento County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Colony,33.0890094,-96.8863922,"The Colony, TX 75056, United States of America",,,,75056,The Colony,Denton County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Daytona Beach,29.2108147,-81.0228331,"Daytona Beach, FL, United States of America",,,,,Daytona Beach,Volusia County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bullhead City,35.1477774,-114.568298,"Bullhead City, AZ, United States of America",,,,,Bullhead City,Mohave County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portage,42.2011538,-85.5800022,"Portage, MI, United States of America",,,,,Portage,Kalamazoo County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Fargo,46.877229,-96.789821,"Fargo, ND, United States of America",,,,,Fargo,Cass County,North Dakota,ND,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Elkhart,41.6819935,-85.9766671,"Elkhart, IN, United States of America",,,,,Elkhart,Elkhart County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
